DATE_TIME,Soil Temperature,Solar Radiation,Precipitation,Air Temperature,WindSpeed,Relative Humidity,VWC,PE
2014-05-16,14.758958333333332,146.03216666666665,0.06,13.944583333333334,3.3049999999999997,68.33979166666667,19.663541666666667,3.6
2014-05-17,13.613958333333334,38.165395833333335,0.0,12.534583333333332,2.8175000000000003,80.203125,18.215833333333332,1.3
2014-05-18,13.985624999999999,92.08229166666666,3.76,13.247708333333334,2.1111875,72.48479166666667,17.433958333333333,2.2
2014-05-19,15.249583333333334,151.22875,0.0,12.9375,2.750125,88.3125,17.007916666666667,2.5
2014-05-20,14.169375,69.38352083333334,0.08,11.485416666666666,2.859958333333333,93.26875,16.902708333333333,1.2
2014-05-21,16.138541666666665,192.45166666666668,0.62,13.665833333333333,2.9367708333333336,75.48916666666666,16.401458333333334,3.7
2014-05-22,13.469583333333333,45.52697916666667,0.36000000000000004,9.457958333333334,2.7863333333333333,79.33604166666667,15.882291666666667,1.5
2014-05-23,13.419166666666667,95.39172916666666,0.0,9.547833333333333,1.6832708333333333,78.45020833333334,15.568333333333333,1.9
2014-05-24,14.405416666666667,121.45606250000002,0.0,10.102375,2.492125,84.28166666666667,15.025,2.1
2014-05-25,12.98625,66.16458333333334,6.79,10.265208333333334,3.977479166666667,92.08958333333334,14.978333333333333,1.3
2014-05-26,14.40125,134.92454166666667,1.87,12.05375,2.21625,89.5025,15.34875,2.2
2014-05-27,14.813958333333334,139.70479166666667,0.0,12.098958333333334,1.8107708333333334,85.41375,15.495520833333332,2.5
2014-05-28,13.698541666666666,60.297895833333335,5.9399999999999995,10.698125,3.3556458333333334,90.91458333333333,15.610416666666666,1.3
2014-05-29,13.263333333333334,126.78825,0.0,10.5904375,2.877625,83.07333333333334,16.775833333333335,2.3
2014-05-30,15.240625,169.13047916666667,0.0,11.828875000000002,1.837,77.71833333333333,16.591874999999998,3.0
2014-05-31,16.628333333333334,152.87583333333333,0.0,12.267229166666667,1.8871458333333333,80.12583333333333,15.875625,2.8
2014-06-01,16.688333333333333,119.53104166666667,0.46,13.76,1.7818333333333334,83.59708333333333,15.030000000000001,2.4
2014-06-02,15.73625,64.96716666666667,0.15000000000000002,13.61875,1.6936458333333333,88.825,14.645625,1.4
2014-06-03,16.12125,129.091875,2.36,12.853958333333333,1.538354166666667,80.93124999999999,14.514583333333334,2.6
2014-06-04,14.772708333333334,80.55897916666667,5.87,11.679979166666667,2.4391041666666666,86.16041666666666,14.539583333333333,1.8
2014-06-05,15.146458333333333,114.59125,6.4,13.220833333333333,1.9961874999999998,89.68666666666667,19.001250000000002,2.0
2014-06-06,16.683958333333333,146.78335416666667,0.0,13.942916666666667,1.7398749999999998,88.18270833333334,19.01729166666667,2.8
2014-06-07,16.13416666666667,144.09614583333334,20.37,12.6825,3.2118125,88.945,19.74083333333333,2.5
2014-06-08,16.162916666666668,160.9659375,1.21,14.333541666666667,1.9321666666666666,80.71916666666667,22.523750000000003,3.2
2014-06-09,16.25125,115.60995833333334,2.95,13.350208333333335,1.9227083333333335,85.75520833333333,22.112916666666667,2.3
2014-06-10,16.361250000000002,130.61589583333333,12.41,13.10875,1.4621250000000001,89.60479166666666,24.098958333333332,2.5
2014-06-11,16.612083333333334,172.27722916666667,0.0,14.234375,2.5387291666666667,79.3125,22.98625,3.5
2014-06-12,16.875208333333333,113.73183333333333,0.36,15.040416666666665,2.1459375,79.0725,21.84166666666667,2.5
2014-06-13,17.381041666666665,96.7949375,8.940000000000001,15.538541666666667,1.1276666666666666,94.66250000000001,22.728958333333335,1.7
2014-06-14,17.728125000000002,103.58637499999999,6.29,14.788125,1.3198333333333332,94.49791666666665,24.073125,1.9
2014-06-15,16.983125,90.62737499999999,0.79,12.93125,1.2722708333333335,93.06666666666666,23.50791666666667,1.8
2014-06-16,17.368750000000002,161.40120833333333,0.0,14.349791666666667,1.601625,81.11020833333333,22.751458333333332,3.3
2014-06-17,18.388125,139.51427083333334,0.0,16.243125,1.3790000000000002,84.98333333333333,21.889375,2.9
2014-06-18,19.438541666666666,169.82297916666667,0.0,17.413958333333333,1.5738125,87.15520833333333,20.692708333333332,3.5
2014-06-19,19.299166666666668,180.14829166666667,0.0,14.686666666666667,2.3784791666666667,71.52624999999999,18.705833333333334,4.0
2014-06-20,18.864791666666665,161.75558333333333,0.0,14.507916666666667,2.797166666666667,68.9175,16.832291666666666,3.9
2014-06-21,18.641666666666666,121.43129166666667,0.0,14.687083333333334,2.4603541666666664,72.59645833333333,15.545208333333333,3.0
2014-06-22,18.197708333333335,82.5585,0.0,14.880833333333333,1.490916666666667,76.450625,14.762708333333334,2.1
2014-06-23,18.220208333333336,118.2009375,2.89,15.344166666666666,1.5592708333333334,80.60979166666667,14.246666666666668,2.6
2014-06-24,17.753958333333333,120.16160416666666,4.42,12.963125,1.5650625,88.485,14.284374999999999,2.4
2014-06-25,16.539583333333333,97.59310416666666,0.0,12.092708333333334,1.6737916666666666,80.450625,14.627083333333333,2.2
2014-06-26,16.33875,136.42154166666668,0.0,12.054166666666667,2.0878125,75.64104166666667,14.46875,2.9
2014-06-27,15.810833333333333,92.50795833333332,0.0,11.157916666666667,2.2316041666666666,73.449375,14.113333333333335,2.3
2014-06-28,15.169375,84.97939583333333,0.49000000000000005,10.796750000000001,2.200083333333333,79.718125,13.783958333333333,2.0
2014-06-29,15.5175,122.7206875,0.0,11.55075,1.7787708333333334,74.41791666666667,13.412083333333333,2.7
2014-06-30,16.030416666666667,132.22364583333334,1.4200000000000002,12.059479166666668,1.4245625000000002,81.95770833333333,12.926458333333334,2.8
2014-07-01,16.99416666666667,191.29316666666668,0.05,13.673,1.89175,82.40645833333333,12.610624999999999,3.9
2014-07-02,16.408333333333335,52.595625000000005,0.0,14.024166666666666,2.505916666666667,82.58624999999999,12.150208333333333,1.8
2014-07-03,16.619791666666668,142.94256249999998,0.0,13.987708333333332,2.5425,73.99145833333334,11.690208333333333,3.3
2014-07-04,16.696041666666666,41.9171875,3.8200000000000003,15.06125,2.5040833333333334,88.48333333333333,11.297708333333333,1.2
2014-07-05,16.434375,145.37114583333334,0.42,13.089999999999998,1.6953958333333334,75.82770833333333,11.426250000000001,3.3
2014-07-06,15.734166666666667,119.4765,11.45,12.296041666666667,1.6908750000000001,83.04104166666666,12.069791666666667,2.7
2014-07-07,16.08395833333333,146.70045833333333,1.06,13.426666666666668,1.9131666666666665,77.95916666666666,12.817916666666667,3.2
2014-07-08,16.041458333333335,89.65110416666666,6.91,13.286458333333334,1.3263333333333334,88.72708333333333,15.531041666666667,2.0
