Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety
69.0747657352742,53.9544020870548,88.0676247040119,17.261833738526974,72.9416522440957,4.631301284674626,302.84263899578417,Wheat,Clay,Soft Red
70.29520498077726,56.440553525807154,86.62514467001711,16.437202595042084,89.18331636833167,6.447732037905601,68.94076392760905,Wheat,Sandy,Hard Red
19.498481099946773,68.83578940850006,25.207967782644907,40.94069036076708,41.9055605541015,7.540587953078828,282.84732646949294,Wheat,Loamy,Soft Red
137.92440638595406,33.503446259643795,87.90129408678227,30.69662950920808,36.302130971027765,6.847547583198686,212.0102031450734,Wheat,Sandy,Hard Red
20.74478015751668,82.71649633112793,68.03468906932335,12.392060882159168,67.45767210837812,8.291504748234209,316.299112029159,Wheat,Peaty,Hard Red
120.69213333486256,14.255394175524785,98.46778485330614,38.50654002855593,57.305964714845445,8.068196688084472,59.97538295190133,Wheat,Sandy,Durum
18.871636210856195,31.16725626822924,84.25230096522068,14.291737872997818,80.19435186499317,8.05027352948078,281.87623237014185,Wheat,Sandy,Hard Red
32.86102093055385,14.938781382113731,70.52618987770524,37.57619568105744,80.78805172017778,4.7353016976962845,204.8574092291563,Wheat,Loamy,Hard Red
21.64100563651443,49.70029932251918,48.94015971733654,21.35395465698952,92.04688428731376,4.630371172325631,221.3480928288244,Wheat,Saline,Soft Red
123.05933830750274,30.73962799258017,41.861591863334496,14.578832003021,41.60000788094426,6.386169105561166,71.26241042154115,Wheat,Silt,Durum
108.00090408331768,76.0190751235347,18.980558491811045,20.085571575773628,84.07255325928693,6.850158679083663,193.59516669132643,Wheat,Clay,Hard Red
120.74755747474885,49.23124240837397,25.956968150066672,38.86787948800796,99.08372962616758,5.683461162531683,175.63230879805465,Wheat,Loamy,Hard Red
21.54040880087339,78.21739181125935,19.808398734462035,43.00137382099895,74.89303206974284,5.343009543582166,318.0265462090065,Wheat,Saline,Soft Red
104.49934167995303,15.128065555586488,44.565319710693146,36.34817444442574,69.46753131041558,6.514971386154144,187.2033838172356,Wheat,Clay,Hard Red
32.254806606358166,76.61114380691018,38.18206280612421,26.83456366109233,34.817223883325426,5.425050189691433,199.38142258015307,Wheat,Peaty,Durum
84.74472767227115,84.0303511779003,91.52601790546012,36.892462748171,98.32459693027992,5.134442207463162,186.960882574995,Wheat,Sandy,Soft Red
63.09358676585644,38.4946389160443,35.154160612125565,19.79646155386108,67.94349492695913,6.518548617144858,117.32134215790876,Wheat,Saline,Soft Red
37.34599003392231,31.667560818339577,24.909171848093195,35.9917972783021,93.20336128893204,5.163165005603075,103.53196970125497,Wheat,Sandy,Hard Red
